sentence	entity_0	entity_1	label
아버지 나기정의 결혼 강요와 학비 송금 중단에 맞서 일시 귀국, 배편으로 조에 되돌아와 일자리를 구하던 중, 여주공립보통학교에서 미술 교사로 1년간 근무하면서 돈을 모았다.	나기정	조선	35
특히, 이번 프로그램은 망운면농촌중심지활성화사업 추진위원회(위원 박귀택)에서 지원하며, 한글교육 뿐만 아니라 치매예방을 위한 웃음치료 교육과 병행하여 지역 어르신들로부터 큰 호응을 얻고 있다.	박귀택	위원장	2
맬컴이 쓰러지자 두 명의 암살가 더 나타나 반자동 권총으로 맬컴에게 16 발을 쏘았다.	맬컴	암살자	0
'슈퍼맨이돌아왔' 샘이 윌벤져스가 바닷가에서 새똥을 맞은 후 새를 찾는다고 말했다.	샘	슈퍼맨이 돌아왔다	0
이후 1798 마르틴하인리히클라프로트가 라틴어로 '지구'를 뜻하는 tellus에서 이름을 따 '텔루륨(tellurium)'이라는 이름을 붙였다.	마르틴 하인리히 클라프로트	1798년	0
1348년 흑사병의 창궐과 모로코를 중심으로한 마리니드 왕조의 반격으로 레콩키스타가 주춤하기도 하였으나 이미 이베리아반에서 이슬람의 영토는 바르셀로나와 그라나다 를 중심으로 한 남쪽 지역으로 축소되어 있었다.	레콩키스타	이베리아 반도	0
제임 2세의 아들인 제임스 프랜시스 에드워드 스튜어트(제임스 3세&8세, '늙은 왕위 요구자')와 그의 손자 찰스에드워드스튜어트(찰스 3세, '젊은 왕위 요구자', '보니 프린스 찰리')는 자신들의 주장을 뒷받침하는 반란과 침략에 적극적으로 참여했다.	찰스 에드워드 스튜어트	제임스	0
1999년 13,785㎡ 규모로 농구장 2면과 배구장 1면 축구장 1면으로 처음 조성되었으며, 2009 FIFA규격의 인조 잔디 구장 1면, 4라인의 400M 트랙 및 100M 트랙, 농구장 2면, 배구장 1면, 족구장 1면의 우레탄 경기장 시설과 함께 1,200석의 관람석, 야간조명시설 및 본부석 등의 시설을 갖추고 재조성 되었다.	FIFA	2009년	0
그 결과로서 밴스는 존F.케네디와 린든B.존슨정부에서 직위들의 계승에 근무하였다.	존 F. 케네디	린든 B. 존슨	5
2003 최용수와 함께 짝을 맞추며 23경기 8골로 활약했고, 이듬해인 2004년에도 22경기 9골로 활약했다.	최용수	2003년	0
윤 연구은 “PTA 또한 영업이익이 전분기 대비 15% 늘어난 68억원으로 대폭 개선되었는데, PX 약세와 내부 판가 포뮬러 개선 등이 반영된 영향 때문”이라며 “기타사업부 영업이익도 32억원을 기록했다. NF3 증익, 필름 흑자전환, 폴리케톤 적자 축소 등 전반적인 영업환경 개선 덕”이라고 분석했다.	윤	연구원	2
1350년 프랑스에서는 필리프6가 죽고 그 뒤를 이어 장 2세가 즉위하였으나, 1356년 흑태자는 장2세가 인솔한 프랑스군을 푸아티에 전투에서 격파하고 장 2세를 포로로 잡았다.	장 2세	필리프 6세	0
이외에도 김택진 엔씨소프트 대표와 故 조양호 전 한진그룹 회장, 손경식 CJ그룹 회장, 구본무 전 LG그룹 회장, 신동 롯데그룹 회장, 허창수 GS그룹 회장, 최태원 SK그룹 회장 등 오너 일가 13명이 상위에 랭크됐다.	롯데그룹	신동빈	10
이외에 통합관제 기본기능 등 총 40개 항목의 시험항목을 모두 통과해야 국토교통부와 한국정보통신기술협회(TT)로부터 주어지는 TTA, 국산 소프트웨어의 기능성 등 품질 7개 분야에 대해 시험 절차를 거쳐 국가가 인증하는 GS(Good Software), 데이터센터의 에너지 사용량을 측정해 센터의 에너지 효율성을 측정하는 GDC(Green Date Center) 등 품질인증 3건도 취득해서 IFEZ의 기술력을 국가기관으로부터 인정받기도 했다.	한국정보통신기술협회	TTA	6
마스크 수선은 포천시 적십자봉사회, 포천시 새마을 부녀회, 구절교육봉사팀 등의 자원봉사자와 일부 공공시설의 휴관에 따른 유휴 공무원 등 1일 40여명의 인력을 활용하여 상용화 할 수 있는 작업을 실시했다.	포천시	구절초	23
당시 삼천리지는“18세 이상의 조선 여성, 3년 이내의 사진일 것”을 응모자격 조건으로 걸고, 심사는 '심미계(審美界)의 권위'를 지닌 이광수, 염상섭, 김억, 안석주, 이승만(李承), 허영숙, 나혜석, 김원주, 최승희 등을 선정했다.	이승만	李承萬	24
긴메이천 32년 차남이 비다쓰천황으로 소쿠이에 올랐다.	비다쓰 천황	긴메이 천황	8
1960년대에는 제1(I)군단만이 제2보병사단과 제7보병사단 예하에 두고 남아있었으나, 1971년 제7보병사단이 제1(I)군과 함께 철수하면서 제2보병사단만이 현재 전방을 지키고 있다.	제7보병사단	제1(I)군단	15
김천교육지원청 마숙자 교육은 그동안 김천교육지원청의 코로나19 대책에 적극 협조해 준 것에 고마움을 전하며, 지속적인 점검과 안내를 통해 학원 내 코로나19 확산 방지 및 학교 안팎 「사회적 거리두기」에 총력을 기울일 것을 당부했다.	마숙자	교육장	2
2015년 11월 27일 스테판 무고샤는 DFB-포칼에서 1 FSV마인츠05를 상대로 1860 뮌헨에서의 첫 득점을 성공시켰다.	FSV 마인츠 05	1.	0
김대엽의 저그 연승은 지난 2010년 3월 22일 신노열에게 패배하며 더 이상 이어지지 못했다.	김대엽	저그전	0
반면 아이오와 1위 대이변으로 '백 오바마' 돌풍의 주역이 됐던 피트 부티지지 전 인디애나주 사우스벤드 시장은 3위로 주저앉으며 기세가 꺾이는 등 2위 각축전 속에 혼전 양상이 빚어지며 경선 구도가 요동치고 있다.	오바마	백인	0
러시아공화 수상 이반실라예프가 위원장에 임명되었으며, 같은 날 베르코프나 라다는 우크라이나 독립 선언을 발표하며 우크라이나의 독립을 묻는 국민투표를 요구했다.	이반 실라예프	러시아 공화국	4
황바울 씨는 지난 2006 SBS '비바! 프리즈' MC로 데뷔했다.	황바울	2006년	0
1986년(쇼와 61년) 채택된 일본사회당의 신선언에서야 강령상으로는 서구식 사회민주주 정당으로 우경화했지만, 그 노선변경은 어중간한 것으로 일관했고, 신선언 이전에 형성된 정책과 운동조직상의 특성은 그 후로도 사회당에 강하게 남았다.	사회당	사회민주주의	38
시는 지난 20일 육군 제8332-4대대(김천일 대대)에서 국장병 평생학습 프로그램 수료식을 개최했다고 22일 밝혔다.	육군	국군	0
2008년 2월 2일에 실시된 러시아 대통령 선거에서 그의 후계로 알려진 메드베데프가 70% 득표로 당선되었다.	메드베데프	후계자	2
6월, 라카 혁명여단의 전투부대는 터키 국경에 근접했고, 단체는 라로 이어지는 도로에 위치한 아인 이사에서 이슬람 국가와 싸우고 있었다. 라카혁명여단의 규모는 알려져 있지 않았지만 100명 이상인 것으로 추정된다.	라카 혁명여단	라카	0
당시 김대 정권의 여당인 새정치국민회의와 자유민주연합의 의석 수는 한나라당에 훨씬 못 미쳤다.	새정치국민회의	김대중	10
셰이크 무지부르 라만(1920년 3월 17일 ~ 1975년 8월 15일)은 방글라데시의 초대 대통령이자 건국 지도자로서 나중에는 2대 총리로도 잠시 재직했으며 현재 그의 장녀 셰이크하시나가 그의 정당인 방글라데시 아와미 연맹 이끌며 총리로 재직 중이다.	셰이크 하시나	아와미 연맹	4
가 MC몽이 '현 치아 상태'에 대한 질문에 답변했다.	MC몽	가수	2
존 메이저 (John Major)는 보수당 심하게 패배 한 후 윌리엄 헤이그 (William Hague)가 성공한 후 당 지도자로 사임했다.	존 메이저	보수당	4
힐베르트-슈미트 적분 작용소는 다비트힐베르 와 에르하르트 슈미트 가 1900년대에 연구하였다.	에르하르트 슈미트	다비트 힐베르트	5
2001년4월7, 의회에 의해 블라디미르 보로닌 대통령이 선출되어 퇴임했다.	블라디미르 보로닌	2001년 4월 7일	0
"전주기상지청 관계는 ""아침까지 서해안에 가시거리가 1㎞ 미만의 안개가 끼는 곳이 있어 항해나 조업하는 선박은 운항에 각별히 유의해달라""고 당부했다."	전주기상지청	관계자	10
조선민주주의인민공화국의 주장에 따르면, 김정숙은 1937년 6월 4일에 함경북도 보천보(지금의 양강도 보천군 보천읍)에서 일어난 보천보 전투에서 김일 작전사령관과 함께 병력을 지휘하여 보천보 전투가 승리하도록 이끌었다.	김정숙	김일성	5
존메이저의 뒤를 이어 보수당 윌리엄 헤이그가 대표에 취임한다.	존 메이저	보수당	0
2006년 9월 친일반민족행위진상규명위원회가 증조부(이재)와 조부(이준용)의 행적을 친일행위로 규정해 발표하자, 2006년 11월 헌법상 보장된 인격권 등 기본권을 침해당했다며 헌법소원심판을 청구했고, 2007년 1월 18일 친일반민족행위진상규명위원회의 결정을 취소해 달라며 서울행정법원에 소송을 제기했다.	이준용	이재면	8
고가미네이치(1885년9월25일~1944년3월31일는 태평양 전쟁에서 활약한 일본 해군의 지휘관이다.	고가 미네이치	1885년 9월 25일 ~ 1944년 3월 31일	27
베스트 도축장은 농림축산식품부 주관으로 농림축산검역본부와 지자체 공무원, 소비자단체 평가자, 교수 등으로 구성된 평가단이 1 평가를 해 우수 작업장 후보를 선정한 후, 소비자단체 관계자들로만 구성된 2차 평가단이 불시에 현장방문 점검을 통해 선정한다.	농림축산식품부	1차	0
이번 점검은 광주시와 5개 자치구가 공동으로 농정, 환, 산림부서 합동점검반을 구성해 3월 말까지 실시한다.	광주시	환경	0
이날 방문단은 경남대 산학협력관 9층 디브리핑 룸에서 경남대 지영주 간호학과장과 신원식 사회복지학과 교, 박성욱 경상남도사회복지사협회 재능기부봉사단장 및 관계자들과 함께 선진 의료 교육 기관과의 친선 교류를 통한 우호 증진 및 의료 발전을 위한 협력 방안 등을 모색하는 간담회 시간을 가졌다.	경남대	교수	10
MSNBC 진행자인 조이 레이드도 트위를 통해 “끔찍한 일이다. 지금 행정부를 심각하게 받아들이며, 그 어떤 자부심도 느껴서는 안 되는 이유”라며 트럼프 행정부를 저격했다.	트럼프	트위터	0
한국동서발전(주)(사장 박일준)는 2일(목) 10시 본사(울산 중 소재)에서 ‘새로운 10년! 청렴한 녹색에너지로 보답하겠습니다’를 주제로 한 '2020년 청렴 시무식 및 신입사원 입사식'을 시행했다고 밝혔다.	한국동서발전(주)	중구	20
이용섭 광주광역시장은 22일 오전 국회에서 열린 더불어민주 시도지사 간담회에 참석해 지역현안을 설명하고 지역발전의 동력이 될 내년도 국비확보 지원을 강력히 요청했다.	이용섭	더불어민주당	4
류리크 왕조 출신이며 동방정교(러시아정교회, 우크라이나 정교회), 로마 가톨릭교회, 동방 가톨릭교회(우크라이나 그리스 가톨릭교회)의 성인이기도 하다.	러시아 정교회	동방 정교회	15
그 중 칼리스토에게 눈독을 들인 제우스가 그녀에게 반하여, 아르테미스의 모습으로 변해 접근한 후 사랑을 나누었고, 9달이 지난 후 목욕을 하던 도중 아르테미스에게 아이를 가진 것이 탄로난 칼리스토는, 맹세를 어겼기 때문에 아르테미스의 무리로부터 멀리 쫓겨나, 동굴 안에서 아 아르카스를 낳는다.	칼리스토	아들	21
9월 18일 베르헌옵좀이 프랑스군에게 공격당했고, 전쟁의 마지막 해 마스트리흐트가 삭스 원수와 로웬 원수가 지휘하는 프랑스의 전군에 공격을 받아 1748년 5월 7일 함락당했다.	삭스	로웬달	5
전영하 대구시 사회적경제과장의 ‘대구 사회적경제 지원정책의 방향’ 발표를 시작으로 최미화 경북여성정책개발원장의 ‘여성 일자리와 사회적경제’, 황종열 두물머리복음화연구소 대의 ‘사회적경제와 따뜻한 동반’, 김재경 대구시 사회적경제지원센터장의 ‘공동체와 사회적경제’ 주제 발표가 진행됐다.	김재경	대표	0
김형수 김해시의회 의장으로부터 캠페인 참여를 지명받은 허 시은 이날 풍선 터뜨리기 퍼포먼스와 함께 ‘닥터헬기 소리는 생명의 소리’라는 취지로 사람들의 이해를 구했다.	허	시장	2
현장에서 김초혜 시인의 시집 , 조정 작가의 도 판매된다.	김초혜	조정래	0
"더 스키니 매거진의 마크 슈클라(Mark Shukla)는 배틀즈가 전 보컬리스트 타욘데이브랙스의 부재를 얼마나 영리하게 메웠는지 보여줬고, ""...그에 더하여 밴드의 상당한 기술적 성취를 보여주었으며 글로스 드롭의 장난스런 긍정주의는 밴드의 앞날에 대한 순조로운 징조다""고 평했다."	배틀즈	타욘데이 브랙스톤	0
그는 임창용이 2011년 11월 4일 주니치드래건스와의 센트럴리그클라이맥스 시리즈 파이널 스테이지 3차전에서 세이브를 기록한 후 3년 만에 일본 PS에서 한국인 세이브 투수가 됐다.	주니치 드래건스	센트럴 리그	15
칼뱅은 자신을 우상화하며 제네를 새로운 예루살렘으로 묘사하는 것에 대해 항상 경고했었다.	칼뱅	제네바	0
결국 스파르타와 아테네의 귀족들은 시들의 요구에 굴복하였고 클레이테네스는 귀환하여 아르콘이 되었다.	클레이테네스	시민	0
1980년의 쇼팽 국제 피아노 콩쿠르에서, 세 번째 라운드에서 크로아티아 출신으로서 피아를 연주한 이보포고렐리치가 탈락하자 아르헤리치가 항의하는 차원에서 심사위원을 사퇴하자 대중의 이목이 포고렐리치에게 집중된 적이 있다.	이보 포고렐리치	피아노	0
한편 정의개발당의 경우, 여러 야당 정치평론가들과 여론조사에서는 정의개발당의 창당자이자 대통령으로서 정치적 중립을 지켜야 하는 레제프 타이이프 에르도안 현 대통령이 사실상 정의개발당의대표라고 대부분 여기고 있는 것으로 드러났다.	레제프 타이이프 에르도안	정의개발당	4
이 기의 별세 소식에 그의 모교인 전주고등학교 총동문회에도 부고 소식을 전하고 애도를 표했다.	이	기자	2
처음에는 콩스탕스의 아버 투아르의 기가 섭정 활동을 했다.	콩스탕스	아버지	8
그러나 프랑식 피트 단위로 매겨진 5피트 2인치를 환산하지 않고, 영국식 피트 단위로 받아들이는 바람에 나폴레옹의 키가 158cm가 되어 키가 작은 사람이 돼버린 것이었다.	나폴레옹	프랑스	0
아버 일리아는 러시아 제국의 하급 관료였지만 경제적으로 상당히 무능력하였고, 가정에도 상당히 무관심하였다.	일리아	아버지	24
박병규 검사, 서지현 검사와 함께 국민검 3인방으로 출연했다.	서지현	검사	2
자유한국당 곽상도(59) 의에 따르면 조 씨는 지난 2014년 2월 고려대환경생태공학부를 졸업하고 같은 해 3월 서울대 환경대학원에 입학했다.	고려대 환경생태공학부	의원	0
2008년 많은 활동을 펼쳤던 서인영은 2009 들어 출연하던 모든 프로그램에서 하차하고 미국으로 떠났다.	서인영	2009년	0
이후로 조나단은 뼈 해장국 먹방, 쌈TV 채널을 그만둔 이유, '어서와 여기는 처음이지' 예고편, 대한민 고등학교에서 사는 법, 파트리샤와 전하는 추석 인사 등의 콘텐츠를 게재했다.	조나단	대한민국	0
대전지방법원 공주지원은 대전지방검찰청 공주지청에 대응하여 공주시 일대의 국가사법업무를 총괄하기 위해 설립된 대한민국대법 대전고등법원 대전지방법원 소속기관이다.	대전고등법원	대한민국 대법원	15
문재 대통령은 18시 20분에 김부겸 행정안전부 장관을 중심으로 신속히 화재를 진압하고 인명을 구조하라는 등의 지시를 내렸다.	김부겸	문재인	5
선거 결과 이만섭 새천년민주당 의원이 국회의장에, 홍사덕 한나라 의원과 김종호 자유민주연합 의원이 국회부의장에 선출되었다.	자유민주연합	한나라당	0
"망운중학교 교장이자 전남컬링경기연맹 회장으로 재임 중인 이중 교장은 ""우리 선수들이 정말 열악한 환경 속에서도 창단 14년 만에 메달을 획득한 것에 큰 박수를 보내주고 싶다""며 ""이번 대회를 통해 우리 선수들에게서 희망을 보았고 뒤에서 더욱 더 힘이 되어줄 수 있도록 최선을 다 하겠다""고 말했다."	망운중학교	이중구	10
예를 들면 가네다는 직를 던지는 시늉을 해서 느린 공을 던지는 등으로 타격 타이밍을 비켜가는 투구를 보였던 것이다.	가네다	직구	0
나머지 4개의 신문에는 아사히신, 마이니치신문, 니혼게이자이 신문, 산케이 신문이 있다.	마이니치 신문	아사히 신문	0
사건 이후 이탈리 공산당을 포함한 모든 좌파 정당은 붉은여단의 살해 행위와 연관이 없음을 공표하였고, 붉은 여단의 존재 역시 부정하였다.	붉은 여단	이탈리아	9
이와는 별개로 정당 지지도는 민주당 36%, 미래통합당 23%, 정의당 7%, 바른미래 4%, 국민의당 2% 등으로 나타났다.	국민의당	바른미래당	0
1382년 러요시 1세가 아들 없이 사망하면서 러요시1의 딸인 마리어가 헝가리의 왕위를 계승했다.	마리어	러요시 1세	8
혜리는 '아마레'라는 문구를 카메라에 보였다.	혜리	아마레또	0
함영 오뚜기[007310] 회장 장녀로 오뚜기 지분을 1.19% 가진 뮤지컬 배우 함연지 씨의 주식 자산은 작년 말보다 66억원(21.1%) 감소한 246억원이다.	오뚜기	함영준	10
1971년 포르투갈의 스포르팅CP로 이적했으며 팀의 타사 드 포르투갈 1회 우승(1973년)과 프리메이라리가1회 우승(1974년)에 공헌했다.	스포르팅 CP	프리메이라리가	0
잠시 쉬던 중 두사은 MBC 종영 프로그램 '무한도전'에 대해 이야기를 나눴다.	MBC	두 사람	0
콘돌리자라이스(Condoleezza Rice, 1954년 11월 14일 ~)는 미국의 제66대 국무장관(2005~2009)이며, 2005년 1월 26일에 미국 대통령 조지W.부시정부에서 콜린 파월의 뒤를 이어 두 번째 국무장관을 지냈다.	콘돌리자 라이스	조지 W. 부시	0
기대와 달리 왕녀인 크리스티나가 태어났으나 구스타브2는 실망하지 않고 크리스티나에게 남자 옷을 입히고 보통 소년들과 다를 바 없는 방식으로 교육시켰다.	크리스티나	구스타브 2세	8
참가한 종교는 신토, 불, 유교, 기독교 등이며, 각 종교에서도 여러 종파가 포함되어 있다.	유교	불교	0
이전에 페소아의 의붓삼촌 산토스 로사가 어린 페소아에게 포르투갈 문, 특히 19세기의 낭만주의와 상징주의에 대해 알려주었을 때와 마찬가지로, 1908년에 벌어진 찰스 1세와 황태자 루이스 필립의 암살을 둘러싼 혁명 직전의 분위기와 1910년 10월 5일 혁명으로 인한 애국심의 표출은 페소아의 문학이 싹트는 데에 영향을 주었다.	페소아	문학	0
"결승전 다음날 요한크라위프는 ""엘 페리오디코 데 카탈루냐""와의 인터뷰에서 네덜란드 선수단이 ""추악한 방식""으로 경기를 운영했다고 비난하였고, 결승전서 선보인 축구를 ""추악함"", ""천박함"", 그리고 ""반축구""라고 묘사하였다."	요한 크라위프	결승전	0
"심 원내대표는 ""이미 우리 당은 2012년 탈북민 출신 조명철 의원을 비례대표로 공천해 당선시킨 바 있다""면서 ""이번 총선에서 우리 당이 태 전 공사를 지역구 후보로 낸 것은 비례대를 넘어 한 단계 더 나아간 혁신 공천의 일환""이라고 주장했다."	조명철	비례대표	2
대표는 그러면서 “미래세대를 주역으로 내세우고, 안철수와 손학규가 뒤에서 든든한 버팀목이 돼 주자”면서 '손학규-안철수 공동 체제' 고수 입장을 밝혔다.	손학규	손	24
‘골든블루’는 출시 당시에는 점유율이 0.1%에 불과했지만, 판매량이 꾸준히 증가하여 2016년 정통 위스 시장에서 점유율 20%대, 2018년에는 30%대까지 진입하였으며 올해도 30%대(차세대 위스키 ‘팬텀’ 점유율 제외)를 넘어서 대한민국 대표 위스키로 자리매김했다.	팬텀	위스키	0
브라에서 키미는 3 그리드에서 출발해 같은 순위로 레이스를 마쳤다.	키미	브라질	0
1988년 13대 대선 이후에는 반(反) 양김 노선을 주장했다가 14대 대선을 앞두고는 민주당에 입당하여 김대 후보 진영의 대변인으로 활약하기도 했다.	민주당	김대중	10
특히 2.9ℓ 디 엔진인 KJ3 디젤 엔진은 기아자동차가 1994년부터 1,300억원을 들여 독자 개발한 것으로, 한국산업기술진흥협회의 장영실 상을 수상하였다.	기아자동차	디젤	0
지난달 22일 실바와 그의 동는 대륙 코파 리베르타도레스에서 리버 플레이트를 상대로 한 플라멩고의 승리를 축하하기 위해 술자리를 가졌다.	실바	동료	0
주모자들은 우르비노 공 페데리코다몬테펠트로를 포섭하여 합류시키는등 몇몇 반 메디치 성향의 사람들을 추가적으로 끌어들였다.	페데리코 다 몬테펠트로	공작	2
마다가스카의 총독 암만드 레옹 안트가 이끄는 비시 프랑스 방어군은 총 8천명으로 그 중 6천명이 말라가시인 원주민 보병(Tirailleur)이었다.	비시 프랑스	마다가스카르	0
그러나 격리되는 중국인 유학생들은 극히 일부로, 19일 대학알리미와 한국교육개발원 교육통계에 따르면 한양대·중앙대는 최대 1900여 명, 고려대·동국·국민대는 1500여 명의 중국인 유학생을 수용할 수 없는 것으로 나타났다.	한양대	동국대	0
당시 육군은 4 군단이 국내 개발 송골매를, 2개 군단이 이스라엘산 서처 II를 각각 운용하고 있었다.	육군	4개	0
1990년 3월 당시 서에 소재하고 있던 KAIST와 하와이대학이 위성을 이용해 56Kbps 전용선으로 상호연결된 것이 그 시작이다.	KAIST	서울	20
"그가 공식적인 데뷔를 한 것은 조P가 기획한 컴필레이션 앨범 ""Brooklyn Mixtape vol.1""에 참여를 통해서였으며, 그는 앨범 참여진 중 유일하게 신인이었다."	조	PD	2
무거운 별들이 다중성계를 이루고 있는 오리온자 OB1 성협 내 분자 구름에서 베텔게우스가 약 1천만 ~ 1천2백만 년 전 탄생했으나 질량이 컸기 때문에 빠르게 진화 과정을 밟게 되었다.	베텔게우스	오리온자리	0
그는 “DB손해보험의 올 이익은 전년대비 1.1% 증가한 3954억원으로 예상된다”라며 “보험영업이익은 장기위험 손해율 상승과 자동차 손해율 개선, 사업비율 하락으로 개선되는 가운데 투자영업이익은 보유이원 하락과 채권매각익 축소로 전년대비 5.6% 감소할 전망”이라고 진단했다.	DB손해보험	올해	0
루프트한자 카고는 매우 혁신적인 경영 전략을 취하고 있지만 미래를 위한 전략이 약하다고 알려져 한때 JAL 카고, SAS 카고, 싱가포르항공카고와 와우얼라이언스를설립했으나 운영권 문제를 둘러싸고 혼란이 계속 되면서 2009년에 와우 얼라이언스에서 탈퇴했다.	싱가포르 항공 카고	와우 얼라이언스	15
NC백화점, 갤러리아 백화점, AK플라자, 롯데백화 등 쇼핑시설도 자리한다.	AK플라자	백화점	0
국제법원 또는 국제사법재판소는 상설 국제적인 법원으로서 유엔헌장에 근거하여 1945에 설립된 유엔 자체의 사법 기관이며 6개 주요 기관 중의 하나이다.	국제사법재판소	1945년	33
영 축구팀 토트넘 홋스퍼FC에는 우리나라 손흥민 선수가 뛰고 있기도 하다.	손흥민	영국	35
아울러 마이크를 잡은 육군중 출신 신원식 한국당 북핵외교안보특위 자문위원은 지소미아 종료를 맹비난하며 문 대통령 하야와 탄핵을 주장하기도 했다.	신원식	육군 중장	7
경기도는 내년 시내버스 교통카 단말기를 모두 신형으로 교체한다고 15일 밝혔다.	경기도	교통카드	0
2일 '코로나19'를 관련해 배 이민호(33)와 MYM 엔터테인먼트는 3억 원을 기부 플랫폼 '프로미즈(PROMIZ)'를 통해 전달했다.	이민호	배우	2
이사건으로 여철현은 검사 사직원을 제출하였고 후에 전주지방검사장으로 발령이 났으나 부임하지 않았다.	여철현	검사장	2
이 문서에 따르면, 조봉암은 북한과 내통하던 간첩이자, 진보당은 소련 내지는 북한의 지시를 받는 소위 괴뢰정당이며, 김일성은 조봉암의 대선 출마에 관여했으며, 북한은 조봉에게 대선자금을 지원했다.	진보당	조봉암	0
CJ올리브영은 24일부터 명동과 강남 플래그십 스토어를 비롯한 전국 30개 주요 매장에 고 간 건강거리 확보를 위한 ‘발자국 스티커’를 부착한다고 이날 밝혔다.	CJ올리브영	고객	0
심상정 정의 후보는 '노동'과 '청년'을, 유승민 바른정당 후보는 사회적 '문제'를 가장 많이 쓴 것으로 분석되었다.	심상정	정의당	4
광주대학교(총장 김혁)가 재능기부를 통해 지역민들에게 따뜻한 온정을 전달했다.	광주대학교	김혁종	10
구로다시게노리(黒田重徳, 1887년10월25일-1954년4월30일는 일본 제국 육군의 군인으로 태평양 전쟁 시의 필리핀 방면군 사령관으로 육군 중장이었다.	구로다 시게노리	1887년 10월 25일 - 1954년 4월 30일	27
조선일보는 민주당 국회의원 이종걸, 민주노동당 국회의원 이정, 인터넷매체 서프라이즈의 신상철 대표이사를 서울중앙지검에 명예훼손 혐의로 고소했다.	민주노동당	이정희	10
라 회장 등은 식품의약품안전처에 줄기세 치료제 '조인트스템'에 대한 조건부 품목허가를 신청하는 과정에서 주가를 조작해 235억원 상당의 부당이득을 얻은 혐의로 작년 8월에 기소됐다.	라	줄기세포	0
또한 원효, 증심, 규봉의 세 절이 있는데 모두 신의 고찰이며, 규봉암은 한국전쟁 당시 소실되었다.	원효	신라	0
그해에 로빈슨은 메이저 리그 베이스볼 본부에 재가입하여 2009년까지 야 운영을 위항 특별 고문을 지냈다.	로빈슨	야구	0
뒤에 의정부영의정을 지낸 정창손의 정씨와 결혼하였다.	정창손	딸	21
이 사건은 결국 미제로 남게 되었는데, 당시 유세 기간동안 김대중 후보를 비롯한 신민 측에선 정일형 선거대책본부장 집 화재사건과 김상현 의원 집에 협박편지가 배달된 사건과 더불어 명백한 박정희 정권의 정치테러라고 주장했다.	정일형	신민당	4
시상식에서는 여성 권익 증진과 양성 평등 실현에 공이 큰 25에게 전라남도지사상을, 투철한 사명감과 봉사정신으로 지역 발전에 기여한 2명에게 전라남도의회 의장상을, 여성의 사회참여 활동과 권익 증진에 기여한 황순요 전 전라남도 새마을부녀회장에게 동백대상을 수여했다.	전라남도의회	25명	0
레자샤팔라의 뒤를 이은 모하마드레자팔라비는 1959년에, '페르시아'와 '이란' 모두 사용가능하다고 밝혔다.	모하마드 레자 팔라비	레자 샤 팔라비	0
명치호왕 문자명왕(明治好王 文咨明王, ~ 519년, 재위 491년 ~ 519)은 고구려의 제21대 왕이다.	문자명왕	519년	14
3학년이던 지난 2017년 한국 복싱 사상 최초로 세계 여자유스 복싱선수권대회에서 금메달을 따 ‘배드민은 이용대, 복싱은 임애지’란 수식이 붙기도 했다.	이용대	배드민턴	0
교황 하드리아노1가 재위하던 시기에 스테파노는 어린 시절부터 라테라노 궁전에서 자랐으며, 스테파노의 바로 전임 교황이었던 교황레오3세에 의해 차부제로 서품받았으며 나중에는 부제가 되었다.	교황 레오 3세	하드리아노 1세	0
이와 함께 순천시에서는 순천시립그림책도서관 리모델링사 등 4개 유형 8건에 대해 총 92억원(국비 36억원 확보)을 투입해 생활SOC 단일화 사업을 추진할 계획이다.	순천시	리모델링 사업	0
예카테리나2는 표트르3세와 결혼한 독일의 공주였다.	표트르 3세	예카테리나 2세	1
심사위는 또 언론상 신문보도 부문에 '간병살인 154인의 고백'을 보도한 서울신문 임주형 기자(대표 출품), 방송보도 부문에는 '체육계 성폭'을 연속보도한 SBS 이슈취재팀 이경원 기자(대표출품)를 선정했다.	SBS	성폭력	0
제너럴모터 혹은 지엠은 미국에 기반을 둔 자동차 제조 기업으로 뷰익, 캐딜락, 쉐보레, GMC, 홀덴, 복스홀을 포함해 전 세계적으로 자회사와 상표를 가지고 있으며, 과거에는 허머, 새턴, 사브, 폰티액, GM대우, 올즈모빌, 들로리언 등의 브랜드도 가지고 있었다.	폰티액	제너럴 모터스	0
당시 권희로는 오카무라라는 사람에게 18만 엔을 빚을 진 적이 있는데, 이것을 갚은 후에도 소가 유키오(살해된 야쿠) 일당에 의해 38만 엔의 빚을 더 갚을 처지에 놓여 있었다.	권희로	야쿠자	0
영광군(군수 김준성)은 지난 16일 홍농읍사무소에서 홍농읍 기관사회단체을 대상으로 영광 테마식물원 및 승마장 발전방안 보고회를 개최하여 원활한 사업 추진을 위한 다양한 의견을 논의했다.	김준성	기관사회단체장	0
미국은 루마니아 MD기지가 이란을 포함한 중동지역에서 발사되는 탄도미사일을 요격하기 위한 것이라고 강조하고 있다.	MD 기지	중동	0
이란은 이라 정부에게 공격에 대해 사전에 알렸으며, 이 공격은 상징적인 공격으로 비치고 있다.	이란	이라크	0
스탠과 카은 도와줄 사람을 찾게 되고, 아기 예수가 눈사람을 무찌르게 된다.	스탠	카일	0
